customer_id,age,gender,income_bucket,orders_last_12m,recency_days,avg_order_value,website_visits_30d,email_opens_90d,top_category,cat_share_electronics,cat_share_apparel,cat_share_home,cat_share_beauty,cat_share_groceries,cat_share_sports,discount_exposed_30d,feedback_text,purchase_next_30d
164,25,F,Mid,3,185,79.09,5,6,Home,0.133,0.116,0.274,0.157,0.194,0.125,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
165,33,F,Low,4,35,134.91,6,7,Electronics,0.29,0.119,0.185,0.115,0.068,0.224,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
166,44,F,High,6,83,49.07,17,3,Beauty,0.096,0,0.105,0.608,0.128,0.063,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
167,35,F,High,11,6,56.26,11,2,Sports,0.018,0.044,0.265,0.083,0.004,0.587,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
168,30,M,Mid,6,131,196.54,3,4,Home,0.087,0.14,0.269,0.146,0.222,0.136,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
169,31,M,Mid,7,126,136.08,10,3,Apparel,0.006,0.374,0.281,0.007,0.254,0.078,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
170,43,M,Mid,9,89,43.66,13,4,Electronics,0.366,0.073,0.168,0.076,0.068,0.248,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
171,25,M,Low,1,420,33.55,0,5,Apparel,0.169,0.376,0.026,0.365,0.017,0.047,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
172,46,M,Low,3,43,102.09,14,5,Apparel,0.122,0.391,0.013,0.182,0.145,0.147,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,1
173,25,M,Mid,1,712,25.68,0,7,Apparel,0.157,0.394,0.01,0.116,0.185,0.138,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
174,33,M,Mid,9,148,65.82,9,3,Electronics,0.534,0.039,0.205,0.079,0.085,0.056,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
175,21,F,Mid,4,126,74.68,7,2,Beauty,0.163,0.216,0.132,0.282,0.161,0.046,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
176,26,F,High,11,66,33.78,12,4,Home,0.231,0.029,0.239,0.123,0.181,0.198,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",1
177,32,M,Low,2,703,31.99,3,4,Sports,0.011,0.325,0.076,0.164,0.084,0.339,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
178,26,M,Low,1,14,141.93,8,3,Electronics,0.596,0.281,0.024,0.061,0.003,0.036,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
179,33,M,High,4,76,284.49,6,3,Home,0.133,0.084,0.313,0.137,0.164,0.169,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
180,30,M,Mid,9,6,42.38,11,3,Electronics,0.396,0.204,0.024,0.027,0.102,0.246,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
181,53,M,Mid,2,93,204.99,5,5,Electronics,0.563,0.083,0.143,0.039,0.046,0.126,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
182,41,F,Mid,5,52,69.46,5,5,Sports,0.108,0.077,0.276,0.029,0.17,0.341,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
183,28,F,Mid,7,102,330.87,7,10,Groceries,0.118,0.14,0.136,0.018,0.533,0.056,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
184,40,M,Low,3,690,32.38,0,3,Sports,0.241,0.079,0.178,0.03,0.056,0.415,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
185,56,M,Low,2,71,70.47,4,2,Beauty,0.323,0.015,0.144,0.331,0.163,0.024,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
186,24,F,High,12,77,41.94,13,5,Groceries,0.012,0.121,0.238,0.263,0.321,0.045,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
187,35,F,Low,8,154,74.32,4,7,Groceries,0.169,0.235,0.138,0.058,0.317,0.083,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
188,42,F,Low,9,12,39.33,13,5,Beauty,0.103,0.071,0.08,0.332,0.144,0.27,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
189,36,F,High,3,17,210.7,4,5,Sports,0.029,0.012,0.268,0.039,0.223,0.429,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
190,50,M,Mid,20,63,24.67,9,7,Apparel,0.075,0.552,0.068,0.027,0.019,0.258,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
191,27,M,Mid,4,137,182.37,7,4,Beauty,0.107,0.049,0.089,0.313,0.207,0.236,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
192,41,F,Mid,7,60,116.62,7,3,Sports,0.411,0.039,0.017,0.046,0.046,0.442,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
193,24,F,Low,6,103,85.41,9,6,Apparel,0.078,0.552,0.08,0.05,0.062,0.178,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
194,35,F,High,3,17,218.86,6,4,Groceries,0.084,0.031,0.109,0.186,0.484,0.105,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
195,46,M,High,5,19,190.35,4,6,Beauty,0.193,0.081,0.062,0.282,0.182,0.2,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
196,28,F,Mid,11,62,42.15,10,7,Groceries,0.176,0.13,0.213,0.036,0.383,0.062,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
197,29,F,Mid,3,115,167.25,4,3,Sports,0.06,0.04,0.011,0.336,0.003,0.551,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
198,19,F,Low,7,119,80.84,8,5,Beauty,0.191,0.069,0.043,0.341,0.263,0.094,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
199,47,M,Mid,0,404,28.97,1,7,Sports,0.035,0.322,0.009,0.011,0.171,0.452,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
200,36,M,Mid,14,14,43.48,9,8,Groceries,0.005,0.056,0.026,0.242,0.395,0.276,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
201,41,M,Low,1,753,22.52,0,11,Sports,0.14,0.019,0.223,0.204,0.062,0.352,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
202,25,M,Mid,12,28,41.68,8,7,Electronics,0.44,0.349,0.063,0.004,0.115,0.03,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
203,33,M,Mid,13,18,28.44,11,3,Beauty,0.004,0.221,0.041,0.308,0.173,0.253,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
204,34,F,Mid,5,67,38.46,14,5,Sports,0.222,0.229,0.087,0.005,0.157,0.301,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
205,40,F,High,11,26,48.76,12,7,Apparel,0.131,0.261,0.047,0.252,0.101,0.207,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
206,45,F,Low,4,39,80.67,6,5,Groceries,0.101,0.121,0.181,0.179,0.339,0.08,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",1
207,41,F,Low,10,67,24.37,13,1,Electronics,0.425,0.134,0.075,0.279,0.083,0.004,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
208,40,M,Low,4,29,241.56,7,6,Apparel,0.092,0.497,0.019,0.335,0.044,0.013,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
209,22,F,Low,12,29,33.93,15,4,Electronics,0.449,0.023,0.239,0.052,0.199,0.037,0,"For the money I paid, this product was not worth it and I felt disappointed.",1
210,27,M,Low,0,565,26.84,0,6,Electronics,0.604,0.072,0.216,0.031,0.056,0.021,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
211,39,M,Low,5,73,143.99,5,4,Home,0.049,0.313,0.467,0.037,0.001,0.132,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
212,29,F,Mid,6,26,70.7,3,2,Apparel,0.103,0.517,0.081,0.023,0.065,0.212,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
213,42,F,High,2,653,38.17,3,4,Electronics,0.398,0.056,0.252,0.193,0.094,0.007,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
214,24,F,Mid,12,28,71.25,11,7,Electronics,0.46,0.172,0.054,0.131,0.054,0.129,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
215,64,F,Low,1,426,30.11,0,11,Groceries,0.231,0.085,0.21,0.106,0.24,0.128,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
216,29,M,Mid,3,104,165.01,3,3,Beauty,0.019,0.337,0.043,0.451,0.109,0.042,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
217,30,F,Low,3,80,64.39,5,5,Electronics,0.423,0.074,0.226,0.065,0.073,0.14,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
218,26,M,Low,6,136,70.84,5,5,Beauty,0.125,0.107,0.128,0.553,0.055,0.032,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
219,27,M,Low,6,98,197.99,3,5,Electronics,0.253,0.238,0.097,0.097,0.085,0.229,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
220,54,F,High,7,75,193.14,4,5,Sports,0.166,0.01,0.074,0.008,0.183,0.559,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
221,34,M,Low,4,74,27.94,13,3,Electronics,0.447,0.086,0.164,0.131,0.068,0.104,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
222,46,F,High,5,108,90.98,8,5,Sports,0.316,0.001,0.032,0.219,0.11,0.322,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
223,40,M,Mid,3,95,198.88,1,8,Groceries,0.003,0.197,0.116,0.278,0.384,0.022,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
224,27,F,Mid,2,669,25.44,0,8,Home,0.05,0.134,0.514,0.047,0.015,0.24,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
225,25,M,Mid,6,28,188.53,6,7,Sports,0.031,0.021,0.237,0.294,0.032,0.385,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
226,41,M,Mid,6,35,199.27,5,2,Sports,0.173,0.218,0.145,0.158,0.055,0.252,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
227,29,F,Mid,3,64,73.62,11,4,Sports,0.144,0.078,0.017,0.115,0.188,0.458,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
228,29,F,High,0,421,31.13,0,4,Apparel,0.081,0.453,0.109,0.141,0.085,0.131,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
229,18,M,Mid,9,49,46.18,10,8,Groceries,0.284,0.036,0.045,0.231,0.348,0.056,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
230,32,F,Low,9,46,85.87,10,5,Home,0.153,0.027,0.282,0.277,0.037,0.224,1,"For the money I paid, this product was not worth it and I felt disappointed.",1
231,49,F,Mid,3,152,69.89,11,6,Groceries,0.197,0.075,0.077,0.105,0.501,0.046,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
232,18,M,High,2,590,36.63,1,2,Beauty,0.136,0.272,0.026,0.361,0.086,0.12,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
233,26,M,Mid,10,41,97.1,5,4,Apparel,0.153,0.417,0.164,0.16,0.083,0.023,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
234,43,F,Low,1,571,33.82,3,9,Apparel,0.178,0.527,0.032,0.01,0.192,0.062,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
235,24,M,High,14,31,47.59,8,2,Groceries,0.071,0.223,0.238,0.044,0.251,0.173,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
236,30,M,Mid,9,147,87.98,7,5,Sports,0.082,0.105,0.108,0.145,0.14,0.42,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
237,23,F,Mid,1,109,260.06,11,4,Sports,0.163,0.006,0.035,0.342,0.019,0.436,1,"For the price, I think this product provides great value and I would happily recommend it to others.",1
238,23,F,High,1,788,30.07,0,4,Groceries,0.004,0.032,0.152,0.245,0.398,0.167,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
239,34,M,Mid,3,22,176.53,5,8,Home,0.215,0.063,0.33,0.131,0.139,0.123,1,"For the money I paid, this product was not worth it and I felt disappointed.",1
240,18,M,Low,12,74,49.59,4,4,Sports,0.179,0.034,0.123,0.131,0.188,0.346,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",1
241,39,M,Mid,1,777,28.68,3,4,Home,0.245,0.072,0.375,0.08,0.111,0.116,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
242,29,F,Low,10,89,35.5,8,6,Beauty,0.056,0.209,0.126,0.337,0.026,0.246,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
243,18,F,Mid,6,127,240.88,7,8,Groceries,0.132,0.032,0.181,0.092,0.477,0.085,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
244,54,F,High,9,54,49.01,6,1,Sports,0.223,0.263,0.109,0.017,0.037,0.351,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
245,28,M,Low,7,81,36.89,13,7,Home,0.091,0.153,0.365,0.06,0.322,0.01,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
246,39,M,Low,1,353,35.93,0,4,Beauty,0.089,0.084,0.056,0.375,0.132,0.264,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
247,18,M,Low,20,39,45.81,15,5,Beauty,0.067,0.171,0.2,0.51,0.048,0.005,0,"For the money I paid, this product was not worth it and I felt disappointed.",1
248,63,M,Low,2,174,55.27,9,3,Beauty,0.247,0.079,0.044,0.5,0.053,0.078,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
249,53,F,Mid,4,189,112.01,10,2,Electronics,0.477,0.023,0.113,0.12,0.248,0.018,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
250,32,F,Low,1,617,24.67,2,3,Electronics,0.428,0.045,0.07,0.125,0.295,0.038,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
251,46,F,Low,1,541,27.25,0,7,Apparel,0.256,0.379,0.202,0.082,0.055,0.027,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
252,53,M,Mid,8,55,45.97,13,2,Beauty,0.115,0.049,0.096,0.441,0.209,0.091,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,1
253,18,M,Mid,10,19,43.9,21,7,Home,0.169,0.023,0.448,0.231,0.101,0.028,1,"For the money I paid, this product was not worth it and I felt disappointed.",1
254,27,F,Mid,13,12,58.61,9,3,Groceries,0.084,0.03,0.187,0.234,0.431,0.033,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
255,39,F,Low,14,98,37.19,10,9,Home,0.197,0.146,0.384,0.156,0.019,0.098,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
256,33,M,Mid,3,124,275.58,9,4,Electronics,0.346,0.016,0.249,0.117,0.208,0.064,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
257,39,F,Mid,8,123,104.01,4,5,Beauty,0.036,0.03,0.211,0.322,0.286,0.115,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
258,18,F,Low,8,108,272.25,5,8,Apparel,0.145,0.449,0.138,0.209,0.008,0.051,0,"For the money I paid, this product was not worth it and I felt disappointed.",1
259,47,F,Low,7,42,53.06,14,3,Electronics,0.399,0.072,0.149,0.313,0.004,0.063,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
